year,0,1,2,3,4,5,6,7
2023,Alberta,   Low Wage,OLIVE TREE GREEK RESTAURANT LTD o/a YIANNIS TAVERNA,"EDMONTON, AB T6E 2A2",6311-Food service supervisors,Unknown,1,1
2023,Alberta,   Low Wage,Portuguese Canadian Bakery 1996 Ltd.,"Edmonton, AB T5W 1C4",6332-Bakers,Unknown,1,2
2023,Alberta,   Low Wage,ROVER CARRIER LIMITED,"Calgary, AB T1Y 7H3",6541-Security guards and related security service occupations,Unknown,1,1
2023,Alberta,   Low Wage,S&R Mavi Ltd.,"Edmonton, AB T6B 2J3",7612-Other trades helpers and labourers,Unknown,1,1
2023,Alberta,   Low Wage,Theory Hair Studio Inc,"Calgary, AB T2Z 4Y2",6341-Hairstylists and barbers,Unknown,1,1
2023,Alberta,   Low Wage,WL RESTAURANT VENTURES INC,"Drayton Valley, AB T7A 1R9",6311-Food service supervisors,Unknown,1,3
2023,British Columbia,    High Wage,1261203 B.C. LTD.,"Surrey, BC V3W 3N5","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
2023,British Columbia,    High Wage,1317065 B.C. LTD.,"Surrey, BC V3W 0L5","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2023,British Columbia,    High Wage,1320394 BC Ltd.,"Surrey, BC V3W 6H6",6731-Light duty cleaners,Unknown,1,8
2023,British Columbia,    High Wage,1320394 BC Ltd.,"Surrey, BC V3W 6H6","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,5
2023,British Columbia,    High Wage,9854061 Canada Inc,"SURREY, BC V3W 2V3",2282-User support technicians,Unknown,1,1
2023,British Columbia,    High Wage,9937030 Canada Inc.,"Victoria, BC V9B 3B2",0114-Other administrative services managers,Unknown,1,1
2023,British Columbia,    High Wage,A/J INTERNATIONAL SETTLEMENT GROUP LTD,"VICTORIA, BC V8V 3K3","0013-Senior managers - financial, communications and other business services",Corporation,1,1
2023,British Columbia,    High Wage,Aim Auto Glass Ltd.,"Delta, BC V4C 3V1",7322-Motor vehicle body repairers,Unknown,1,1
2023,British Columbia,    High Wage,AshTree Advisory Services Corporation,"North Vancouver, BC V7M 1B3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,British Columbia,    High Wage,Bender Ent Ltd,"Vancouver, BC V5X 4S6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2023,British Columbia,    High Wage,Buildya Development Ltd.,"North Vancouver, BC V7P 3R9",2253-Drafting technologists and technicians,Unknown,1,1
2023,British Columbia,    High Wage,C.J GANDHI LOGISTICS,"Vancouver, BC V6C 3E2","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2023,British Columbia,    High Wage,CANSTAR EXCAVATING & LANDSCAPING LTD.,"Surrey, BC V3V 4N5",7521-Heavy equipment operators (except crane),Unknown,1,1
2023,British Columbia,    High Wage,Channel Punjabi Television Inc.,"Surrey, BC V3W 1B3",5231-Announcers and other broadcasters,Unknown,1,1
2023,British Columbia,    High Wage,CREST TRANSPORT LTD,"SURREY, BC V3V 4S3",7511-Transport truck drivers,Unknown,1,2
2023,British Columbia,    High Wage,Dryco Industries Ltd.,"Chilliwack, BC V2R 4P4",0911-Manufacturing managers,Unknown,1,1
2023,British Columbia,    High Wage,Filmgroup,"Vancouver, BC V5T 1A7","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2023,British Columbia,    High Wage,FULL THROTTLE HOBBIES INC.,"Burnaby, BC V5J 4V5",0621-Retail and wholesale trade managers,Unknown,1,1
2023,British Columbia,    High Wage,Good Luck Siding & Roofing Ltd.,"SURREY, BC V3S 6Z6",7271-Carpenters,Unknown,1,1
2023,British Columbia,    High Wage,Guru's Systems Inc.,"VANCOUVER, BC V6H 3G5",0621-Retail and wholesale trade managers,Unknown,1,1
2023,British Columbia,    High Wage,HPDS Couriers Ltd.,"Surrey, BC V3R 6W3",1221-Administrative officers,Unknown,1,1
2023,British Columbia,    High Wage,I Am Wellness Inc,"West Vancouver, BC V7T 1E9",0125-Other business services managers,Unknown,1,1
2023,British Columbia,    High Wage,Initial Security World Inc,"Abbotsford, BC V2S 3P8",0125-Other business services managers,Unknown,1,1
2023,British Columbia,    High Wage,Jade Treat Enterprise Ltd.,"Vancouver, BC V6B 0H3",0631-Restaurant and food service managers,Unknown,1,1
2023,British Columbia,    High Wage,JP ELECTRICAL LTD.,"Surrey, BC V4N 0G2",1221-Administrative officers,Unknown,1,1
2023,British Columbia,    High Wage,KATARIA TRANSPORT LTD,"SURREY, BC V3T 0R7",7511-Transport truck drivers,Unknown,1,2
2023,British Columbia,    High Wage,Kids Play Youth Foundation,"Surrey, BC V3T 4H4",1221-Administrative officers,Unknown,1,1
2023,British Columbia,    High Wage,Little Boss Construction,"Maple Ridge, BC V2X 3L2",7611-Construction trades helpers and labourers,Unknown,1,1
2023,British Columbia,    High Wage,Mainland Communications Inc.,"Maple Ridge, BC V2X 8R9","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2023,British Columbia,    High Wage,Means of Production Inc,"Vancouver, BC V5L 3X3","5131-Producers, directors, choreographers and related occupations",Unknown,2,2
2023,British Columbia,    High Wage,NIAFAZE SOLUTIONS INC.,"VANCOUVER, BC V5X 4P3","0124-Advertising, marketing and public relations managers",Unknown,1,1
2023,British Columbia,    High Wage,NIAFAZE SOLUTIONS INC.,"VANCOUVER, BC V5X 4P3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,2,3
2023,British Columbia,    High Wage,North Pace immigration Solutions Ltd,"Surrey, BC V3V 1N1",1221-Administrative officers,Unknown,1,1
2023,British Columbia,    High Wage,NY NIJJAR DRYWALL INC.,"Surrey, BC V3W 2R3",7271-Carpenters,Unknown,1,2
2023,British Columbia,    High Wage,Oasis Windows (Canada) Inc.,"SURREY, BC V3S 8E5",2175-Web designers and developers,Unknown,1,1
2023,British Columbia,    High Wage,ORCA Global Express Ltd.,"ABBOTSFORD, BC V2T 2X5",7511-Transport truck drivers,Unknown,1,8
2023,British Columbia,    High Wage,P&M INSTALLATION GROUP LTD.,"COQUITLAM, BC V3E 0K7",7441-Residential and commercial installers and servicers,Unknown,1,2
2023,British Columbia,    High Wage,Pacific Rim Aviation Academy Inc.,"Pitt Meadows, BC V3Y 2B4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,British Columbia,    High Wage,R S GILL EXPRESS LTD.,"DELTA, BC V4G 1A5",1221-Administrative officers,Unknown,1,1
2023,British Columbia,    High Wage,SAHAJPAL CONSULTANCY INC,"Surrey, BC V3W 3A8",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,    High Wage,Sealand Flight Ltd,"CAMPBELL RIVER, BC V9H 0E2","2271-Air pilots, flight engineers and flying instructors",Unknown,1,1
2023,British Columbia,    High Wage,SEHAJ FRAMING LTD,"Abbotsford, BC V4X 2P1",7271-Carpenters,Unknown,1,1
2023,British Columbia,    High Wage,Shahi Drywall Contracting Ltd.,"Chilliwack, BC V4Z 0C1",7271-Carpenters,Unknown,1,2
2023,British Columbia,    High Wage,"Shaneen Huxham, Inc.","Victoria, BC V8Y  3H","5243-Theatre, fashion, exhibit and other creative designers",Corporation,1,1
2023,British Columbia,    High Wage,STRIVE Recruitment Inc.,"Vancouver, BC V6E 3S7",1223-Human resources and recruitment officers,Unknown,1,1
2023,British Columbia,    High Wage,The Capital Media Company Inc.,"Vancouver, BC V5Y 1N5","5131-Producers, directors, choreographers and related occupations",Unknown,6,6
2023,British Columbia,    High Wage,Valueplus Financial Services,"North Vancouver, BC V7M 1B3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,British Columbia,    High Wage,Verta Investment Group LTD.,"North Vancouver, BC V7M 1A4","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
2023,British Columbia,   Low Wage,0758531 BC LTD,"Williams Lake, BC V2G 2L5",6311-Food service supervisors,Unknown,1,1
2023,British Columbia,   Low Wage,1103124 BC Ltd,"SURREY, BC V4A 4N3",4214-Early childhood educators and assistants,Unknown,1,1
2023,British Columbia,   Low Wage,1382761 B.C. Ltd.,"Hope, BC V0X 1L4",0632-Accommodation service managers,Unknown,1,1
2023,British Columbia,   Low Wage,A & S HAND CAR WASH LTD.,"Surrey, BC V3W 3N4",6732-Specialized cleaners,Unknown,1,2
2023,British Columbia,   Low Wage,ABC Academy - Children's Learning Center LTD,"New Westminster, BC V3L 1X6",4214-Early childhood educators and assistants,Unknown,1,1
2023,British Columbia,   Low Wage,Alpha Elite Construction Ltd.,"Surrey, BC V3R 1Y6",7611-Construction trades helpers and labourers,Unknown,1,2
2023,British Columbia,   Low Wage,Amigo Landscapes Ltd,"Chilliwack, BC V2P 7M8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
2023,British Columbia,   Low Wage,AOA FINISHING LTD.,"Surrey, BC V3W 1M4",7611-Construction trades helpers and labourers,Unknown,1,3
2023,British Columbia,   Low Wage,Arrayco Construction & Building Solutions Ltd.,"Port Coquitlam, BC V3C 5B8",7611-Construction trades helpers and labourers,Unknown,1,1
2023,British Columbia,   Low Wage,Bremer Canada Enterprises Ltd.,"Bella Coola, BC V0T 1C0",6525-Hotel front desk clerks,Unknown,1,1
2023,British Columbia,   Low Wage,Cozy Homes Insulation Ltd,"Surrey, BC V3R 3V8",7611-Construction trades helpers and labourers,Unknown,1,2
2023,British Columbia,   Low Wage,Delhi Fusion Indian Cuisine,"Vancouver, BC V5N 4A5",6311-Food service supervisors,Unknown,1,1
2023,British Columbia,   Low Wage,Drachma Holdings Ltd.,"Burnaby, BC V5E 3N1",6311-Food service supervisors,Unknown,1,1
2023,British Columbia,   Low Wage,Hotel Deoro Inc.,"Lillooet, BC V0K 1V0",6525-Hotel front desk clerks,Partnership,1,1
2023,British Columbia,   Low Wage,Kids Park Childcare Inc.,"Parksville, BC V9P 1M5",4214-Early childhood educators and assistants,Unknown,1,1
2023,British Columbia,   Low Wage,Mansouri Canadian Immigration Services Inc.,"Vancouver, BC V6E 2K3",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,   Low Wage,Miladtowers Consulting Ltd,"Vancouver, BC V6Z 2R4",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,   Low Wage,Q & M FOOD SERVICE LTD.,"Vancouver, BC V6G 2L7",6322-Cooks,Unknown,1,2
2023,British Columbia,   Low Wage,Stepwise Immigration Services Ltd,"Delta, BC V4C 0C1",1242-Legal administrative assistants,Unknown,1,2
2023,British Columbia,   Low Wage,Success Solutions Home Care Agency Ltd,"Richmond, BC V6X 3M1","3413-Nurse aides, orderlies and patient service associates",Unknown,1,7
2023,British Columbia,   Low Wage,TB Food Services Inc,"Vancouver, BC V6E 4S1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,British Columbia,   Low Wage,TORNADO JANITORIAL SUPPLIES LTD.,"Surrey, BC V3V 2W4","6733-Janitors, caretakers and building superintendents",Unknown,1,1
2023,British Columbia,   Low Wage,V-CAN Consulting Inc,"Surrey, BC V3W 4E8",7513-Taxi and limousine drivers and chauffeurs,Unknown,1,1
2023,British Columbia,   Low Wage,WEN Stucco Limited,"Burnaby, BC V5J 1X2","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
2023,British Columbia,  Primary Agriculture,0914942 BC Ltd,"Surrey, BC V3S 0L5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
2023,British Columbia,  Primary Agriculture,1384553 BC Ltd.,"Burnaby, BC V3N 1T7",8431-General farm workers,Corporation,1,12
2023,British Columbia,  Primary Agriculture,A11 Contracting Ltd,"Langley, BC V2Y 2H1",8432-Nursery and greenhouse workers,Unknown,1,4
2023,British Columbia, Global Talent Stream,Ardaas Properties Ltd,"Surrey, BC V3S 2C1",2242-Electronic service technicians (household and business equipment),Unknown,1,1
2023,British Columbia, Global Talent Stream,Instant Metric Marketing and Digital Solutions Ltd.,"Burnaby, BC V5J 3J1",0213-Computer and information systems managers,Unknown,1,1
2023,Yukon,   Low Wage,Dorward Engineering Services Ltd.,"Whitehorse, YT Y1A 2J9",2241-Electrical and electronics engineering technologists and technicians,Unknown,1,1
2023,Northwest Territories,   Low Wage,7214936 Canada inc.,"Yellowknife, NT X1A 3S9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
2023,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Hungry Man,"New York, 10011","5131-Producers, directors, choreographers and related occupations",Incorporated,1,1
2023,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Iconoclast Content, Inc.","Los Angeles, 90004","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2023,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Imperial Woodpecker, LLC","New York, 10012","5131-Producers, directors, choreographers and related occupations",Partnership,1,1
2023,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Mirada LLC,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",Sole Proprietorship,1,1
2023,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Morton Jankel Zander, Inc","Los Angeles, CA, 90064","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2023,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Radical Media LLC,"New York NY, 10014","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2023,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Reverie,"Los Angeles CA, 90038","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2023,Prince Edward Island,   Low Wage,JATT Drywall & Painting Ltd.,"North Wiltshire, PE C0A 1Y0","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
2023,Prince Edward Island,   Low Wage,Splendid Essence Restaurant Inc.,"Charlottetown, PE C1A 4R9",6321-Chefs,Unknown,1,1
2023,Nova Scotia,    High Wage,FISH-N-TALES FISHERIES INC.,"D'Escousse, NS B0E 1K0",1222-Executive assistants,Unknown,1,1
2023,Nova Scotia,   Low Wage,3286486 Nova Scotia Limited,"New Minas, NS B4N 3G2",6322-Cooks,Unknown,1,1
2023,Nova Scotia,   Low Wage,Schooner Seafoods Limited,"Lower Wedgeport, NS B0W 3P0","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
2023,New Brunswick,   Low Wage,"Greystone Energy Systems, Inc.","Moncton, NB E1E 4G7","9523-Electronics assemblers, fabricators, inspectors and testers",Unknown,1,1
2023,Quebec,    High Wage,9176-8754 Québec Inc.,"Québec, QC G1C 3P7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Sole Proprietorship,1,1
2023,Quebec,    High Wage,9307-7378 Quebec inc.,"Ange-Gardien, QC J0E 1E0",0631-Restaurant and food service managers,Unknown,1,1
2023,Quebec,    High Wage,9359-1873 Québec Inc,"Québec, QC G1W 2L3",6322-Cooks,Unknown,1,1
2023,Quebec,    High Wage,9373-1099 Quebec Inc.,"St-Blaise-Sur-Richelieu, QC J0J  1W",6322-Cooks,Corporation,1,1
2023,Quebec,    High Wage,9445-9146 Québec Inc.,"Dollard-des-Ormeaux, QC H9B 2M9",1241-Administrative assistants,Corporation,1,1
2023,Quebec,    High Wage,9449-9399 Québec Inc.,"Dorval, QC H9S 1A7",1225-Purchasing agents and officers,Corporation,1,1
2023,Quebec,    High Wage,Centre Agricole J.L.D. inc.,"Laval, QC H7E 5N2",7312-Heavy-duty equipment mechanics,Unknown,1,1
2023,Quebec,    High Wage,Gestion Les Jardins de l'Aubade Inc.,"Montréal, QC H1M 3X4",1224-Property administrators,Corporation,1,1
2023,Quebec,    High Wage,GR7 Architecture inc.,"Longueuil, QC J4H 2T2",2151-Architects,Unknown,1,1
2023,Quebec,    High Wage,Maltem Canada inc.,"Montréal, QC H2T  1A",2171-Information systems analysts and consultants,Corporation,1,1
2023,Quebec,    High Wage,Placement Médical B.N.C. Inc.,"Laval, QC H7P 2P1",3012-Registered nurses and registered psychiatric nurses,Corporation,1,1
2023,Quebec,   Low Wage,9305-3775 QUEBEC INC,"Montréal, QC H4B 1V8",6513-Food and beverage servers,Unknown,1,2
2023,Quebec,   Low Wage,9306-0051 Québec Inc.,"Laval, QC H7K  3G",6322-Cooks,Corporation,1,1
2023,Quebec,   Low Wage,9387-3180 Québec inc.,"Lévis, QC G6V 6E2",6513-Food and beverage servers,Corporation,1,2
2023,Quebec,   Low Wage,Alimentation America Inc.,"McMasterville, QC J4G 6P3",6322-Cooks,Corporation,2,3
2023,Quebec,   Low Wage,Boulangerie Pâtisserie la Fleur de Sel Inc.,"Montréal, QC H2E 1V7",6322-Cooks,Corporation,1,1
2023,Quebec,   Low Wage,Eggstyle Corbusier,"Laval, QC H7N 0A8",6322-Cooks,Unknown,1,1
2023,Quebec,   Low Wage,Garderie Les Deux Oursons Inc.,"Montréal, QC H4R 1K8",4214-Early childhood educators and assistants,Corporation,1,1
2023,Quebec,   Low Wage,ITI PLACEMENT RESSOURCES INC.,"Québec, QC G2E 5G5",2282-User support technicians,Corporation,1,1
2023,Quebec,   Low Wage,Mayap De Nouayou Odile,"Gatineau, QC J9J 4C2","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
2023,Quebec,   Low Wage,Soins et confort Inc.,"Montréal, QC H8Y  2M","3413-Nurse aides, orderlies and patient service associates",Corporation,1,2
2023,Quebec,   Low Wage,Tim hortons,"Rouyn-noranda, QC J9X 2H5",6311-Food service supervisors,Unknown,1,1
2023,Quebec,  Primary Agriculture,Ferme Pikani inc.,"SAINT-DENIS-DE-LA-BOUTEILLERIE, QC G0L 2R0",8431-General farm workers,Corporation,1,1
2023,Quebec,  Primary Agriculture,RP2R S.E.C.,"NOTRE-DAME-DU-BON-CONSEIL, QC J0C 1A0",8431-General farm workers,Corporation,1,1
2023,Quebec, Global Talent Stream,Industrious Canada Staffing LTD.,"Montréal, QC H3A  3G",2173-Software engineers and designers,Sole Proprietorship,1,1
2023,Ontario,    High Wage,1000209309 ONTARIO INC.,"NEPEAN, ON K2J 7A1","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,1069195 Ontario Inc.,"Toronto, ON M5H 2Y4","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,1593036 ontario inc,"Toronto, ON M5V 1L7",6321-Chefs,Unknown,1,2
2023,Ontario,    High Wage,2109971 Ontario Inc.,"Etobicoke, ON M9W 5R1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,2226896 Ontario Inc,"Brampton, ON L7A 4N6",6732-Specialized cleaners,Unknown,1,1
2023,Ontario,    High Wage,2299620 ONTARIO INC O/A CIRCLE K,"ETOBICOKE, ON M8Z 1P7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2023,Ontario,    High Wage,2326074 Ontario Corporation,"Welland, ON L3C 1L8",0731-Managers in transportation,Unknown,1,1
2023,Ontario,    High Wage,2597835 ONTARIO INC.,"Markham, ON L3R 9S1",0711-Construction managers,Unknown,1,1
2023,Ontario,    High Wage,2604736 ONTARIO INC.,"Maple, ON L6A 1C6",0621-Retail and wholesale trade managers,Unknown,1,1
2023,Ontario,    High Wage,2681556 Ontario Ltd.,"Ennismore, ON K0L 1T0","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
